"date","receiver","sender","name","mcc","count"
"22.11.2016","UA","FR","Tickets and Travel","7922","6"
"12.09.2016","GB","FI","Charitable and Social Service Organizations","8398","12"
"19.10.2016","RU","TW","Stores and Shops","5200","28"
"13.11.2016","LV","UA","Professional and Personal Services","8999","440"
"15.10.2016","GB","IL","Charitable and Social Service Organizations","8398","12"
"16.10.2016","GB","CY","Computer Maintenance and Programming","7379","7"
"28.09.2016","GB","IN","Management, Consulting, and Advertising Services","7311","4"
"28.09.2016","UA","TR","Tickets and Travel","7922","16"
"13.10.2016","UA","US","Taxicabs and Limousines","4121","5"
"12.09.2016","UA","CZ","Education","8299","4"
"05.11.2016","UA","GR","Hotels, Motels, Resorts","7011","4"
"02.10.2016","UA","CA","Florists","5193","10"
"12.09.2016","EE","FR","Telecommunication Services","4814","3"
"10.10.2016","GB","AM","Computer Maintenance and Programming","7379","40"
"07.10.2016","CZ","RU","Computer Maintenance and Programming","7379","110"
"17.11.2016","RU","SE","Computer Maintenance and Programming","7379","10"
"07.12.2016","GB","BR","Charitable and Social Service Organizations","8398","44"
"22.11.2016","UA","LV","Computer Maintenance and Programming","7379","5"
"10.11.2016","RU","GR","Stores and Shops","5200","1"
"01.10.2016","GB","SA","Charitable and Social Service Organizations","8398","42"
"29.11.2016","GB","BG","Computer Maintenance and Programming","7379","6"
"28.11.2016","GB","CZ","Charitable and Social Service Organizations","8398","6"
"20.10.2016","GB","LK","Charitable and Social Service Organizations","8398","14"
"12.09.2016","UA","FI","Florists","5193","9"
"20.09.2016","GB","EG","Charitable and Social Service Organizations","8398","63"
"15.11.2016","RU","CH","Computer Maintenance and Programming","7379","9"
"08.11.2016","UA","TR","Education","8299","14"
"19.10.2016","GB","DK","Charitable and Social Service Organizations","8398","12"
"15.10.2016","UA","IL","Florists","5193","8"
"27.10.2016","GB","EC","Charitable and Social Service Organizations","8398","78"
"28.11.2016","GB","US","Computer Maintenance and Programming","7379","2"
"06.10.2016","GB","RU","Computer Maintenance and Programming","7379","2370"
"13.09.2016","GB","PR","Charitable and Social Service Organizations","8398","2"
"25.10.2016","GB","AE","Charitable and Social Service Organizations","8398","96"
"13.09.2016","UA","BY","Computer Maintenance and Programming","7379","18"
"26.09.2016","GB","ZW","Charitable and Social Service Organizations","8398","36"
"23.10.2016","RU","US","Professional and Personal Services","8999","24"
"18.09.2016","GB","AM","Charitable and Social Service Organizations","8398","40"
"23.11.2016","GB","SA","Computer Maintenance and Programming","7379","6"
"02.10.2016","GB","CA","Charitable and Social Service Organizations","8398","296"
"18.11.2016","RU","VN","Professional and Personal Services","8999","3"
"05.12.2016","DE","CY","Furniture","7011","12"
"30.11.2016","GB","TH","Computer Maintenance and Programming","7379","14"
"06.11.2016","LV","GB","Florists","5193","15"
"05.11.2016","CZ","AZ","Computer Maintenance and Programming","7379","35"
"19.09.2016","GB","IL","Charitable and Social Service Organizations","8398","126"
"30.10.2016","GB","SK","Charitable and Social Service Organizations","8398","27"
"05.10.2016","UA","PL","Computer Maintenance and Programming","7379","18"
"18.10.2016","GB","IN","Charitable and Social Service Organizations","8398","162"
"25.11.2016","GB","RU","Computer Maintenance and Programming","7379","3294"
"13.09.2016","GB","ES","Computer Maintenance and Programming","7379","4"
"22.11.2016","RU","AT","Dating","7273","4"
"28.09.2016","UA","IT","Tickets and Travel","7922","4"
"21.11.2016","UA","AE","Tickets and Travel","7922","8"
"18.11.2016","UA","BZ","Taxicabs and Limousines","4121","4"
"09.10.2016","RU","FI","Professional and Personal Services","8999","20"
"27.10.2016","UA","CH","Stores and Shops","5200","54"
"03.12.2016","UA","BY","Tickets and Travel","7922","9"
"30.09.2016","GB","BR","Charitable and Social Service Organizations","8398","26"
"27.09.2016","UA","BE","Florists","5193","16"
"27.10.2016","EE","UA","Telecommunication Services","4814","147"
"29.10.2016","RU","GB","Computer Maintenance and Programming","7379","24"
"11.11.2016","GB","PH","Charitable and Social Service Organizations","8398","18"
"01.10.2016","UA","US","Tickets and Travel","7922","3"
"08.09.2016","GB","JM","Charitable and Social Service Organizations","8398","33"
"13.10.2016","ES","LV","Management, Consulting, and Advertising Services","7311","30"
"19.11.2016","RU","KG","Professional and Personal Services","8999","36"
"01.10.2016","GB","ZA","Charitable and Social Service Organizations","8398","60"
"16.10.2016","GB","DE","Computer Maintenance and Programming","7379","20"
"23.11.2016","GB","GE","Charitable and Social Service Organizations","8398","77"
"25.09.2016","UA","IT","Tickets and Travel","7922","1"
"31.10.2016","UA","SE","Tickets and Travel","7922","2"
"22.11.2016","GB","GI","Telecommunication Services","4814","24"
"12.11.2016","RU","GE","Dating","7273","56"
"04.10.2016","UA","NL","Computer Maintenance and Programming","7379","6"
"27.11.2016","ES","LV","Management, Consulting, and Advertising Services","7311","60"
"13.09.2016","GB","RU","Professional and Personal Services","8999","35"
"31.10.2016","UA","MD","Tickets and Travel","7922","5"
"01.10.2016","GB","GE","Computer Maintenance and Programming","7379","30"
"06.11.2016","UA","KZ","Florists","5193","6"
"20.09.2016","UA","US","Computer Maintenance and Programming","7379","105"
"08.12.2016","CZ","UA","Computer Maintenance and Programming","7379","84"
"14.11.2016","RU","JP","Professional and Personal Services","8999","36"
"10.10.2016","RU","KZ","Dating","7273","30"
"20.10.2016","GB","GA","Charitable and Social Service Organizations","8398","9"
"22.09.2016","EE","BY","Telecommunication Services","4814","30"
"14.09.2016","RU","FR","Computer Maintenance and Programming","7379","12"
"17.10.2016","UA","PL","Tickets and Travel","7922","8"
"18.11.2016","RU","UZ","Dating","7273","8"
"06.11.2016","UA","AE","Education","8299","7"
"28.10.2016","GB","NG","Charitable and Social Service Organizations","8398","415"
"16.11.2016","GB","EE","Dating","7273","20"
"24.11.2016","GB","GE","Charitable and Social Service Organizations","8398","45"
"03.11.2016","UA","AU","Computer Maintenance and Programming","7379","7"
"19.11.2016","GB","AU","Computer Maintenance and Programming","7379","2"
"11.11.2016","UA","AZ","Computer Maintenance and Programming","7379","9"
"05.10.2016","GB","CY","Computer Maintenance and Programming","7379","6"
"26.11.2016","GB","NG","Charitable and Social Service Organizations","8398","200"
"11.11.2016","GB","BW","Charitable and Social Service Organizations","8398","10"
"21.10.2016","GB","DE","Charitable and Social Service Organizations","8398","15"
"11.11.2016","LV","RU","Professional and Personal Services","8999","830"
"04.12.2016","GB","TM","Professional and Personal Services","8999","6"
"25.10.2016","RU","PT","Financial Services","6012","6"
"14.11.2016","UA","RU","Computer Maintenance and Programming","7379","195"
"15.11.2016","GB","US","Computer Maintenance and Programming","7379","36"
"21.11.2016","GB","RU","Charitable and Social Service Organizations","8398","1870"
"08.10.2016","GB","MA","Charitable and Social Service Organizations","8398","12"
"19.10.2016","RU","BY","Professional and Personal Services","8999","4"
"15.10.2016","LV","CY","Florists","5193","15"
"13.10.2016","RU","FI","Dating","7273","8"
"11.11.2016","UA","GB","Education","8299","9"
"03.12.2016","UA","GB","Computer Maintenance and Programming","7379","21"
"21.11.2016","UA","US","Education","8299","6"
"01.11.2016","RU","IL","Professional and Personal Services","8999","21"
"04.12.2016","UA","GB","Computer Maintenance and Programming","7379","4"
"25.09.2016","UA","PK","Florists","5193","10"
"17.10.2016","GB","ML","Charitable and Social Service Organizations","8398","21"
"05.11.2016","UA","PT","Tickets and Travel","7922","7"
"29.09.2016","GB","CR","Charitable and Social Service Organizations","8398","14"
"04.11.2016","GB","NO","Charitable and Social Service Organizations","8398","24"
"27.10.2016","GB","AZ","Computer Maintenance and Programming","7379","2"
"01.10.2016","RU","ZA","Computer Maintenance and Programming","7379","6"
"03.11.2016","GB","IE","Charitable and Social Service Organizations","8398","9"
"30.09.2016","RU","BR","Computer Maintenance and Programming","7379","22"
"28.10.2016","RU","EE","Professional and Personal Services","8999","4"
"12.09.2016","UA","LV","Stores and Shops","5200","12"
"15.10.2016","GB","GR","Charitable and Social Service Organizations","8398","27"
"11.09.2016","UA","RU","Tickets and Travel","7922","8"
"10.11.2016","GB","BY","Computer Maintenance and Programming","7379","12"
"15.11.2016","RU","AZ","Dating","7273","130"
"28.11.2016","UA","LV","Taxicabs and Limousines","4121","6"
"02.12.2016","GB","AZ","Charitable and Social Service Organizations","8398","8"
"09.09.2016","UA","US","Stores and Shops","5200","6"
"17.11.2016","GB","PR","Dating","7273","14"
"28.11.2016","RU","CZ","Computer Maintenance and Programming","7379","6"
"08.12.2016","CZ","LV","Computer Maintenance and Programming","7379","50"
"05.11.2016","SK","RU","Stores and Shops","5200","40"
"15.11.2016","DE","RU","Furniture","7011","198"
"03.11.2016","UA","AE","Computer Maintenance and Programming","7379","3"
"14.09.2016","UA","CH","Florists","5193","2"
"26.10.2016","RU","DE","Stores and Shops","5200","12"
"16.11.2016","GB","TR","Computer Maintenance and Programming","7379","2"
"13.10.2016","UA","GB","Computer Maintenance and Programming","7379","16"
"14.09.2016","UA","EE","Tickets and Travel","7922","8"
"13.11.2016","RU","IL","Dating","7273","8"
"28.09.2016","EE","RU","Telecommunication Services","4814","27"
"06.12.2016","UA","MD","Computer Maintenance and Programming","7379","2"
"04.12.2016","GB","GI","Charitable and Social Service Organizations","8398","6"
"13.10.2016","LV","BY","Professional and Personal Services","8999","5"
"02.10.2016","RU","CA","Computer Maintenance and Programming","7379","6"
"29.09.2016","RU","JP","Computer Maintenance and Programming","7379","30"
"19.09.2016","LV","RU","Professional and Personal Services","8999","312"
"28.10.2016","RU","NG","Computer Maintenance and Programming","7379","24"
"01.12.2016","RU","KZ","Dating","7273","24"
"30.09.2016","RU","PL","Computer Maintenance and Programming","7379","12"
"01.12.2016","RU","DE","Professional and Personal Services","8999","36"
"19.09.2016","UA","BY","Stores and Shops","5200","33"
"17.10.2016","GB","TR","Charitable and Social Service Organizations","8398","12"
"14.09.2016","GB","FR","Charitable and Social Service Organizations","8398","102"
"27.10.2016","GB","MY","Charitable and Social Service Organizations","8398","45"
"10.09.2016","GB","BY","Computer Maintenance and Programming","7379","18"
"10.11.2016","UA","PL","Tickets and Travel","7922","7"
"17.10.2016","GB","QA","Charitable and Social Service Organizations","8398","20"
"27.11.2016","LV","BY","Professional and Personal Services","8999","16"
"30.10.2016","GB","EE","Computer Maintenance and Programming","7379","6"
"21.10.2016","GB","IT","Charitable and Social Service Organizations","8398","100"
"12.09.2016","GB","LB","Charitable and Social Service Organizations","8398","9"
"30.11.2016","RU","UA","Education","8299","20"
"07.12.2016","UA","IT","Tickets and Travel","7922","8"
"19.10.2016","RU","GE","Dating","7273","20"
"27.11.2016","UA","GB","Computer Maintenance and Programming","7379","30"
"03.10.2016","UA","EE","Computer Maintenance and Programming","7379","3"
"15.11.2016","UA","FR","Florists","5193","6"
"12.09.2016","UA","BY","Tickets and Travel","7922","14"
"21.09.2016","UA","US","Tickets and Travel","7922","10"
"13.10.2016","GB","CO","Charitable and Social Service Organizations","8398","12"
"28.10.2016","GB","DO","Charitable and Social Service Organizations","8398","45"
"08.09.2016","RU","DK","Computer Maintenance and Programming","7379","10"
"11.11.2016","GB","IL","Charitable and Social Service Organizations","8398","25"
"12.09.2016","GB","BR","Computer Maintenance and Programming","7379","72"
"21.10.2016","UA","TR","Florists","5193","4"
"19.09.2016","GB","PH","Charitable and Social Service Organizations","8398","180"
"11.09.2016","GB","AE","Charitable and Social Service Organizations","8398","52"
"19.09.2016","GB","IQ","Charitable and Social Service Organizations","8398","27"
"22.09.2016","GB","TR","Computer Maintenance and Programming","7379","14"
"07.12.2016","GB","FI","Computer Maintenance and Programming","7379","32"
"22.11.2016","RU","MD","Stores and Shops","5200","8"
"03.10.2016","GB","RU","Electronic Sales","5732","30"
"29.10.2016","UA","IL","Education","8299","22"
"26.11.2016","GB","DO","Charitable and Social Service Organizations","8398","8"
"05.11.2016","GB","VN","Charitable and Social Service Organizations","8398","36"
"08.12.2016","GB","KZ","Computer Maintenance and Programming","7379","4"
"13.11.2016","GB","BY","Computer Maintenance and Programming","7379","24"
"20.10.2016","GB","RO","Computer Maintenance and Programming","7379","18"
"03.11.2016","GB","LV","Charitable and Social Service Organizations","8398","70"
"18.09.2016","UA","SA","Education","8299","40"
"05.10.2016","RU","GB","Computer Maintenance and Programming","7379","2"
"08.09.2016","UA","TR","Florists","5193","7"
"16.11.2016","RU","GB","Computer Maintenance and Programming","7379","16"
"21.11.2016","GB","NO","Charitable and Social Service Organizations","8398","40"
"28.10.2016","GB","JP","Computer Maintenance and Programming","7379","2"
"18.09.2016","LV","UA","Professional and Personal Services","8999","1024"
"19.11.2016","RU","TR","Dating","7273","20"
"23.09.2016","UA","US","Florists","5193","24"
"29.09.2016","UA","CH","Computer Maintenance and Programming","7379","4"
"03.10.2016","GB","ES","Professional and Personal Services","8999","8"
"23.10.2016","LV","IS","Florists","5193","21"
"24.09.2016","RU","DE","Stores and Shops","5200","8"
"05.12.2016","GB","BE","Computer Maintenance and Programming","7379","16"
"22.10.2016","GB","GE","Computer Maintenance and Programming","7379","66"
"17.11.2016","RU","FR","Computer Maintenance and Programming","7379","18"
"26.10.2016","GB","BD","Charitable and Social Service Organizations","8398","27"
"02.11.2016","ES","LV","Management, Consulting, and Advertising Services","7311","54"
"29.10.2016","UA","PL","Computer Maintenance and Programming","7379","9"
"24.09.2016","GB","FI","Charitable and Social Service Organizations","8398","56"
"11.09.2016","GB","EE","Charitable and Social Service Organizations","8398","105"
"13.11.2016","GB","JP","Charitable and Social Service Organizations","8398","90"
"24.09.2016","GB","HN","Computer Maintenance and Programming","7379","8"
"29.11.2016","EE","RU","Telecommunication Services","4814","210"
"08.10.2016","GB","LV","Computer Maintenance and Programming","7379","6"
"09.10.2016","GB","PR","Charitable and Social Service Organizations","8398","15"
"08.09.2016","RU","DE","Computer Maintenance and Programming","7379","16"
"05.12.2016","GB","AM","Computer Maintenance and Programming","7379","14"
"21.11.2016","UA","KW","Florists","5193","3"
"14.11.2016","GB","ZM","Charitable and Social Service Organizations","8398","30"
"01.12.2016","GB","EG","Charitable and Social Service Organizations","8398","1"
"07.12.2016","GB","UA","Computer Maintenance and Programming","7379","12"
"23.09.2016","GB","LU","Charitable and Social Service Organizations","8398","20"
"14.11.2016","GB","SK","Charitable and Social Service Organizations","8398","7"
"08.09.2016","GB","IT","Charitable and Social Service Organizations","8398","54"
"13.10.2016","UA","GE","Computer Maintenance and Programming","7379","7"
"07.10.2016","GB","BY","Computer Maintenance and Programming","7379","84"
"03.10.2016","UA","US","Stores and Shops","5200","6"
"11.11.2016","GB","TG","Charitable and Social Service Organizations","8398","18"
"28.10.2016","UA","SE","Tickets and Travel","7922","2"
"24.10.2016","GB","LY","Charitable and Social Service Organizations","8398","108"
"23.11.2016","RU","KZ","Professional and Personal Services","8999","16"
"19.10.2016","UA","TR","Florists","5193","24"
"23.11.2016","RU","DE","Dating","7273","18"
"11.11.2016","GB","YE","Charitable and Social Service Organizations","8398","60"
"22.10.2016","GB","SA","Charitable and Social Service Organizations","8398","48"
"07.11.2016","GB","LT","Professional and Personal Services","8999","1"
"17.09.2016","LV","UA","Professional and Personal Services","8999","630"
"03.12.2016","GB","BR","Charitable and Social Service Organizations","8398","18"
"07.11.2016","UA","KZ","Education","8299","27"
"07.11.2016","GB","SN","Charitable and Social Service Organizations","8398","15"
"15.10.2016","GB","ID","Charitable and Social Service Organizations","8398","150"
"18.09.2016","UA","FR","Computer Maintenance and Programming","7379","8"
"28.11.2016","GB","CA","Charitable and Social Service Organizations","8398","320"
"04.12.2016","GB","BR","Charitable and Social Service Organizations","8398","45"
"06.12.2016","GB","NL","Charitable and Social Service Organizations","8398","18"
"12.09.2016","GB","NZ","Charitable and Social Service Organizations","8398","16"
"27.10.2016","UA","LT","Computer Maintenance and Programming","7379","14"
"17.09.2016","UA","SA","Education","8299","48"
"24.11.2016","RU","DE","Dating","7273","8"
"30.10.2016","UA","RU","Computer Maintenance and Programming","7379","246"
"01.12.2016","GB","BY","Charitable and Social Service Organizations","8398","24"
"01.12.2016","UA","US","Computer Maintenance and Programming","7379","25"
"24.10.2016","GB","MY","Charitable and Social Service Organizations","8398","65"
"14.09.2016","GB","TJ","Charitable and Social Service Organizations","8398","3"
"03.10.2016","GB","RU","Computer Maintenance and Programming","7379","760"
"31.10.2016","GB","NG","Charitable and Social Service Organizations","8398","72"
"24.10.2016","EE","LV","Telecommunication Services","4814","18"
"22.10.2016","GB","ZA","Charitable and Social Service Organizations","8398","42"
"08.10.2016","EE","AZ","Telecommunication Services","4814","63"
"23.09.2016","GB","PT","Charitable and Social Service Organizations","8398","40"
"19.10.2016","GB","IT","Charitable and Social Service Organizations","8398","30"
"12.10.2016","RU","CY","Stores and Shops","5200","9"
"20.11.2016","CZ","UA","Computer Maintenance and Programming","7379","245"
"14.10.2016","GB","VE","Charitable and Social Service Organizations","8398","30"
"21.10.2016","RU","GE","Dating","7273","9"
"29.09.2016","RU","IL","Dating","7273","12"
"11.10.2016","GB","UA","Computer Maintenance and Programming","7379","480"
"14.10.2016","GB","MD","Charitable and Social Service Organizations","8398","24"
"08.11.2016","RU","NG","Dating","7273","9"
"18.10.2016","RU","CZ","Dating","7273","16"
"01.11.2016","UA","MD","Computer Maintenance and Programming","7379","10"
"19.09.2016","GB","TG","Charitable and Social Service Organizations","8398","24"
"27.09.2016","UA","PL","Tickets and Travel","7922","1"
"08.09.2016","RU","IT","Computer Maintenance and Programming","7379","7"
"22.11.2016","UA","KZ","Education","8299","49"
"02.11.2016","UA","GB","Computer Maintenance and Programming","7379","40"
"06.10.2016","GB","RU","Electronic Sales","5732","90"
"30.10.2016","GB","IT","Computer Maintenance and Programming","7379","4"
"13.09.2016","LV","GE","Professional and Personal Services","8999","5"
"20.10.2016","UA","CA","Florists","5193","2"
"17.09.2016","UA","RU","Tickets and Travel","7922","7"
"22.11.2016","GB","SN","Charitable and Social Service Organizations","8398","10"
"20.11.2016","RU","PT","Stores and Shops","5200","30"
"24.10.2016","EE","UA","Telecommunication Services","4814","495"
"26.09.2016","GB","PT","Charitable and Social Service Organizations","8398","4"
"30.11.2016","UA","US","Computer Maintenance and Programming","7379","7"
"24.09.2016","UA","IL","Stores and Shops","5200","1"
"16.10.2016","GB","EE","Computer Maintenance and Programming","7379","9"
"13.11.2016","GB","CR","Charitable and Social Service Organizations","8398","30"
"22.11.2016","RU","US","Financial Services","6012","14"
"04.12.2016","GB","PA","Dating","7273","8"
"25.10.2016","UA","LV","Computer Maintenance and Programming","7379","12"
"15.10.2016","RU","AM","Dating","7273","5"
"17.09.2016","GB","MW","Charitable and Social Service Organizations","8398","15"
"12.10.2016","GB","LV","Telecommunication Services","4814","20"
"16.11.2016","LV","US","Professional and Personal Services","8999","3"
"04.12.2016","RU","PL","Computer Maintenance and Programming","7379","8"
"24.10.2016","GB","EC","Charitable and Social Service Organizations","8398","24"
"22.11.2016","UA","AE","Florists","5193","9"
"15.09.2016","GB","AZ","Charitable and Social Service Organizations","8398","48"
"18.11.2016","GB","AR","Charitable and Social Service Organizations","8398","103"
"07.12.2016","UA","FR","Hotels, Motels, Resorts","7011","24"
"17.11.2016","GB","FR","Charitable and Social Service Organizations","8398","24"
"05.12.2016","UA","RU","Tickets and Travel","7922","1"
"18.10.2016","GB","PE","Charitable and Social Service Organizations","8398","60"
"06.12.2016","UA","AU","Florists","5193","8"
"16.11.2016","GB","AE","Dating","7273","30"
"04.11.2016","RU","SE","Professional and Personal Services","8999","2"
"27.09.2016","UA","AU","Education","8299","10"
"24.09.2016","GB","RU","Computer Maintenance and Programming","7379","48"
"18.09.2016","UA","RU","Tickets and Travel","7922","8"
"24.11.2016","RU","IT","Dating","7273","5"
"25.10.2016","GB","EE","Charitable and Social Service Organizations","8398","24"
"25.10.2016","GB","MT","Management, Consulting, and Advertising Services","7311","16"
"18.11.2016","UA","US","Computer Maintenance and Programming","7379","35"
"29.09.2016","GB","BY","Computer Maintenance and Programming","7379","3"
"30.11.2016","GB","AR","Charitable and Social Service Organizations","8398","216"
"17.11.2016","UA","CH","Florists","5193","15"
"16.11.2016","UA","IL","Education","8299","22"
"16.10.2016","UA","GB","Florists","5193","24"
"19.10.2016","GB","DE","Charitable and Social Service Organizations","8398","5"
"21.10.2016","GB","JM","Charitable and Social Service Organizations","8398","24"
"07.12.2016","RU","ES","Professional and Personal Services","8999","5"
"11.09.2016","UA","NO","Tickets and Travel","7922","12"
"09.09.2016","UA","KZ","Education","8299","8"
"09.09.2016","GB","SN","Charitable and Social Service Organizations","8398","30"
"21.09.2016","GB","KG","Charitable and Social Service Organizations","8398","16"
"20.11.2016","GB","KZ","Computer Maintenance and Programming","7379","36"
"21.10.2016","RU","BY","Professional and Personal Services","8999","18"
"09.10.2016","UA","TR","Tickets and Travel","7922","5"
"02.12.2016","UA","PL","Education","8299","4"
"25.10.2016","UA","SA","Stores and Shops","5200","81"
"12.11.2016","UA","TR","Florists","5193","4"
"08.10.2016","GB","UA","Computer Maintenance and Programming","7379","245"
"04.11.2016","GB","RU","Charitable and Social Service Organizations","8398","12906"
"12.11.2016","GB","IT","Charitable and Social Service Organizations","8398","18"
"10.10.2016","UA","AT","Education","8299","6"
"30.09.2016","UA","GB","Computer Maintenance and Programming","7379","40"
"17.10.2016","GB","MT","Charitable and Social Service Organizations","8398","24"
"06.12.2016","UA","LT","Education","8299","2"
"02.10.2016","RU","CZ","Computer Maintenance and Programming","7379","11"
"09.09.2016","RU","US","Financial Services","6012","10"
"30.11.2016","LV","GB","Stores and Shops","5200","30"
"10.09.2016","UA","DE","Taxicabs and Limousines","4121","6"
"31.10.2016","GB","DO","Charitable and Social Service Organizations","8398","21"
"26.10.2016","GB","MX","Charitable and Social Service Organizations","8398","30"
"12.11.2016","RU","DE","Computer Maintenance and Programming","7379","8"
"01.11.2016","GB","HU","Computer Maintenance and Programming","7379","20"
"23.11.2016","RU","IT","Dating","7273","4"
"04.10.2016","UA","GR","Tickets and Travel","7922","4"
"10.10.2016","GB","BY","Charitable and Social Service Organizations","8398","25"
"10.10.2016","UA","US","Computer Maintenance and Programming","7379","30"
"18.11.2016","RU","MM","Computer Maintenance and Programming","7379","5"
"28.11.2016","RU","CA","Computer Maintenance and Programming","7379","24"
"06.12.2016","RU","NL","Computer Maintenance and Programming","7379","9"
"20.09.2016","RU","KZ","Dating","7273","4"
"12.09.2016","RU","NZ","Computer Maintenance and Programming","7379","10"
"03.11.2016","GB","UA","Charitable and Social Service Organizations","8398","348"
"26.09.2016","UA","US","Florists","5193","240"
"18.11.2016","GB","PG","Charitable and Social Service Organizations","8398","24"
"09.11.2016","EE","IL","Telecommunication Services","4814","33"
"10.10.2016","UA","ES","Tickets and Travel","7922","4"
"27.09.2016","GB","BY","Computer Maintenance and Programming","7379","60"
"18.10.2016","GB","BG","Computer Maintenance and Programming","7379","4"
"30.09.2016","GB","PH","Charitable and Social Service Organizations","8398","63"
"07.11.2016","UA","KG","Dating","7273","3"
"06.12.2016","UA","KZ","Computer Maintenance and Programming","7379","7"
"18.09.2016","UA","FR","Education","8299","56"
"05.10.2016","GB","AZ","Charitable and Social Service Organizations","8398","20"
"15.10.2016","GB","HN","Charitable and Social Service Organizations","8398","12"
"30.09.2016","GB","IQ","Charitable and Social Service Organizations","8398","81"
"13.11.2016","RU","PL","Dating","7273","10"
"20.11.2016","RU","LV","Dating","7273","3"
"30.11.2016","GB","RU","Charitable and Social Service Organizations","8398","2397"
"23.10.2016","RU","IL","Dating","7273","11"
"24.09.2016","LV","MD","Professional and Personal Services","8999","9"
"07.11.2016","UA","KZ","Computer Maintenance and Programming","7379","4"
"11.11.2016","GB","BR","Charitable and Social Service Organizations","8398","88"
"15.09.2016","LV","US","Professional and Personal Services","8999","16"
"12.10.2016","GB","BO","Charitable and Social Service Organizations","8398","20"
"26.11.2016","UA","US","Taxicabs and Limousines","4121","18"
"02.10.2016","GB","IT","Charitable and Social Service Organizations","8398","18"
"29.11.2016","RU","MX","Computer Maintenance and Programming","7379","27"
"12.10.2016","GB","MR","Charitable and Social Service Organizations","8398","42"
"27.09.2016","GB","IE","Charitable and Social Service Organizations","8398","28"
"05.10.2016","GB","RO","Charitable and Social Service Organizations","8398","56"
"01.12.2016","UA","CN","Florists","5193","8"
"23.10.2016","UA","MD","Tickets and Travel","7922","6"
"02.10.2016","RU","DE","Computer Maintenance and Programming","7379","20"
"30.11.2016","LV","BG","Education","8299","7"
"09.10.2016","GB","GH","Charitable and Social Service Organizations","8398","6"
"08.11.2016","GB","NZ","Charitable and Social Service Organizations","8398","2"
"10.11.2016","GB","UA","Charitable and Social Service Organizations","8398","424"
"19.10.2016","GB","US","Computer Maintenance and Programming","7379","6"
"16.09.2016","UA","BG","Tickets and Travel","7922","6"
"21.09.2016","GB","PA","Charitable and Social Service Organizations","8398","24"
"20.10.2016","RU","MT","Computer Maintenance and Programming","7379","8"
"17.11.2016","RU","ZA","Computer Maintenance and Programming","7379","9"
"19.10.2016","GB","CZ","Charitable and Social Service Organizations","8398","3"
"28.09.2016","UA","CA","Tickets and Travel","7922","7"
"20.09.2016","GB","LV","Computer Maintenance and Programming","7379","4"
"27.09.2016","GB","KE","Charitable and Social Service Organizations","8398","135"
"06.11.2016","UA","SK","Tickets and Travel","7922","6"
"05.12.2016","ES","LV","Management, Consulting, and Advertising Services","7311","45"
"04.11.2016","GB","AR","Charitable and Social Service Organizations","8398","78"
"02.10.2016","UA","TR","Florists","5193","36"
"09.11.2016","UA","RU","Taxicabs and Limousines","4121","11"
"21.10.2016","RU","GB","Financial Services","6012","3"
"31.10.2016","GB","IE","Computer Maintenance and Programming","7379","9"
"08.10.2016","LV","NL","Florists","5193","24"
"30.10.2016","UA","RU","Education","8299","273"
"15.09.2016","GB","MT","Computer Maintenance and Programming","7379","8"
"18.10.2016","UA","US","Charitable and Social Service Organizations","8398","9"
"08.12.2016","GB","RS","Computer Maintenance and Programming","7379","10"
"29.09.2016","UA","DE","Computer Maintenance and Programming","7379","20"
"04.11.2016","UA","US","Computer Maintenance and Programming","7379","15"
"11.10.2016","UA","IL","Florists","5193","22"
"26.11.2016","GB","UA","Computer Maintenance and Programming","7379","294"
"07.10.2016","UA","HK","Management, Consulting, and Advertising Services","7311","20"
"05.12.2016","RU","CR","Financial Services","6012","2"
"10.09.2016","GB","UA","Charitable and Social Service Organizations","8398","204"
"23.10.2016","GB","BY","Computer Maintenance and Programming","7379","22"
"30.09.2016","LV","RU","Professional and Personal Services","8999","63"
"22.10.2016","GB","FR","Charitable and Social Service Organizations","8398","270"
"29.11.2016","GB","BD","Charitable and Social Service Organizations","8398","60"
"14.11.2016","UA","NO","Education","8299","8"
"04.12.2016","GB","KZ","Computer Maintenance and Programming","7379","10"
"28.10.2016","GB","UA","Computer Maintenance and Programming","7379","296"
"11.11.2016","UA","GE","Computer Maintenance and Programming","7379","2"
"11.11.2016","GB","PL","Charitable and Social Service Organizations","8398","12"
"03.11.2016","UA","DE","Taxicabs and Limousines","4121","10"
"18.11.2016","GB","RU","Charitable and Social Service Organizations","8398","3088"
"08.09.2016","GB","CZ","Charitable and Social Service Organizations","8398","2"
"04.10.2016","GB","BE","Charitable and Social Service Organizations","8398","30"
"17.10.2016","GB","RO","Computer Maintenance and Programming","7379","8"
"29.11.2016","RU","EE","Dating","7273","1"
"04.11.2016","GB","SG","Charitable and Social Service Organizations","8398","60"
"15.09.2016","UA","IL","Education","8299","4"
"30.10.2016","RU","US","Computer Maintenance and Programming","7379","21"
"30.09.2016","UA","LV","Tickets and Travel","7922","14"
"10.11.2016","UA","IL","Tickets and Travel","7922","11"
"22.09.2016","GB","ZW","Charitable and Social Service Organizations","8398","27"
"18.10.2016","RU","KZ","Professional and Personal Services","8999","10"
"12.10.2016","GB","UY","Charitable and Social Service Organizations","8398","27"
"18.10.2016","RU","DE","Dating","7273","9"
"28.09.2016","RU","DE","Stores and Shops","5200","27"
"09.10.2016","UA","BY","Education","8299","8"
